OBJECTID;Join_Count;TARGET_FID;LINK_ID;POI_ID;SEQ_NUM;FAC_TYPE;POI_NAME;POI_LANGCD;POI_NMTYPE;POI_ST_NUM;ST_NUM_FUL;ST_NFUL_LC;ST_NAME;ST_LANGCD;POI_ST_SD;ACC_TYPE;PH_NUMBER;CHAIN_ID;NAT_IMPORT;PRIVATE;IN_VICIN;NUM_PARENT;NUM_CHILD;PERCFRREF;VANCITY_ID;ACT_ADDR;ACT_LANGCD;ACT_ST_NAM;ACT_ST_NUM;ACT_ADMIN;ACT_POSTAL;AIRPT_TYPE;POLYGON_NM;FED_OKR;BUFF_DIST;ORIG_FID;name_1;all_scales;X;Y
719;1;6927;1007371836.0;1024262454.0;1;4100;МЕТРО-БУРНАКОВСКАЯ;RUS;B; ; ; ; ; ;L; ; ;0.0;N;N;N;1;0;67;0.0; ; ; ; ; ; ; ;НИЖЕГОРОДСКАЯ ОБЛАСТЬ;ПРИВОЛЖСКИЙ ФЕДЕРАЛЬНЫЙ ОКРУГ;5000.0;34;Бурнаковская;1;43.913430000125196;56.32559999954161
720;1;6942;902185776.0;1024261681.0;1;4100;МЕТРО-ЛЕНИНСКАЯ;RUS;B; ; ; ; ; ;R; ; ;0.0;N;N;N;1;0;99;0.0; ; ; ; ; ; ; ;НИЖЕГОРОДСКАЯ ОБЛАСТЬ;ПРИВОЛЖСКИЙ ФЕДЕРАЛЬНЫЙ ОКРУГ;5000.0;34;Ленинская;0;43.93812999992224;56.300140000162166
721;1;6948;734911525.0;1024506348.0;1;4100;МЕТРО-ДВИГАТЕЛЬ РЕВОЛЮЦИИ;RUS;B; ; ; ;ПРОСПЕКТ ЛЕНИНА;RUS;R; ; ;0.0;N;N;N;0;3;60;0.0; ; ; ; ; ; ; ;НИЖЕГОРОДСКАЯ ОБЛАСТЬ;ПРИВОЛЖСКИЙ ФЕДЕРАЛЬНЫЙ ОКРУГ;5000.0;34;Двигатель революции;0;43.92107000003842;56.275869999787155
722;1;6949;734911056.0;1024506349.0;1;4100;МЕТРО-ДВИГАТЕЛЬ РЕВОЛЮЦИИ;RUS;B; ; ; ;ПРОСПЕКТ ЛЕНИНА;RUS;R; ; ;0.0;N;N;N;1;0;50;0.0; ; ; ; ; ; ; ;НИЖЕГОРОДСКАЯ ОБЛАСТЬ;ПРИВОЛЖСКИЙ ФЕДЕРАЛЬНЫЙ ОКРУГ;5000.0;34;Двигатель революции;0;43.92215999963449;56.27732999965845
723;1;6976;971971982.0;1024164989.0;1;4100;МЕТРО-ЧКАЛОВСКАЯ;RUS;B; ; ; ;УЛИЦА ОКТЯБРЬСКОЙ РЕВОЛЮЦИИ;RUS;L; ; ;0.0;N;N;N;0;3;4;0.0; ; ; ; ; ; ; ;НИЖЕГОРОДСКАЯ ОБЛАСТЬ;ПРИВОЛЖСКИЙ ФЕДЕРАЛЬНЫЙ ОКРУГ;5000.0;34;Чкаловская;1;43.93744000035923;56.31159000005682
724;1;6984;933061410.0;1122765121.0;1;4100;МЕТРО-ПРОЛЕТАРСКАЯ;RUS;B; ; ; ; ; ;L; ; ;0.0;N;N;N;1;0;16;0.0; ; ; ; ; ; ; ;НИЖЕГОРОДСКАЯ ОБЛАСТЬ;ПРИВОЛЖСКИЙ ФЕДЕРАЛЬНЫЙ ОКРУГ;5000.0;34;Пролетарская;0;43.91277999984685;56.265729999726645
725;1;6985;902023147.0;1122764679.0;1;4100;МЕТРО-ЧКАЛОВСКАЯ;RUS;B; ; ; ;УЛИЦА ОКТЯБРЬСКОЙ РЕВОЛЮЦИИ;RUS;L; ; ;0.0;N;N;N;1;0;15;0.0; ; ; ; ; ; ; ;НИЖЕГОРОДСКАЯ ОБЛАСТЬ;ПРИВОЛЖСКИЙ ФЕДЕРАЛЬНЫЙ ОКРУГ;5000.0;34;Чкаловская;0;43.93679999922834;56.30958000037483
726;1;6993;979411482.0;1010179483.0;1;4100;МЕТРО-БУРЕВЕСТНИК;RUS;B; ; ; ;СОРМОВСКОЕ ШОССЕ;RUS;R; ; ;0.0;N;N;N;0;0;88;0.0; ; ; ; ; ; ; ;НИЖЕГОРОДСКАЯ ОБЛАСТЬ;ПРИВОЛЖСКИЙ ФЕДЕРАЛЬНЫЙ ОКРУГ;5000.0;34;Буревестник;1;43.89441000025893;56.33322999995239
727;1;7021;783482519.0;1024264503.0;1;4100;МЕТРО-КИРОВСКАЯ;RUS;B; ; ; ;ПРОСПЕКТ ЛЕНИНА;RUS;L; ; ;0.0;N;N;N;1;0;40;0.0; ; ; ; ; ; ; ;НИЖЕГОРОДСКАЯ ОБЛАСТЬ;ПРИВОЛЖСКИЙ ФЕДЕРАЛЬНЫЙ ОКРУГ;5000.0;34;Кировская;1;43.878789999775556;56.248009999906415
728;1;7022;783483234.0;1024264502.0;1;4100;МЕТРО-КИРОВСКАЯ;RUS;B; ; ; ;ПРОСПЕКТ ЛЕНИНА;RUS;R; ; ;0.0;N;N;N;0;1;50;0.0; ; ; ; ; ; ; ;НИЖЕГОРОДСКАЯ ОБЛАСТЬ;ПРИВОЛЖСКИЙ ФЕДЕРАЛЬНЫЙ ОКРУГ;5000.0;34;Кировская;0;43.879340000494786;56.247999999374805
729;1;7024;902023147.0;1024170536.0;1;4100;МЕТРО-ЧКАЛОВСКАЯ;RUS;B; ; ; ;УЛИЦА ОКТЯБРЬСКОЙ РЕВОЛЮЦИИ;RUS;R; ; ;0.0;N;N;N;1;0;50;0.0; ; ; ; ; ; ; ;НИЖЕГОРОДСКАЯ ОБЛАСТЬ;ПРИВОЛЖСКИЙ ФЕДЕРАЛЬНЫЙ ОКРУГ;5000.0;34;Чкаловская;0;43.936899999685764;56.3097699997992
730;1;7027;872270303.0;1024171205.0;1;4100;МЕТРО-ЛЕНИНСКАЯ;RUS;B; ; ; ; ; ;R; ; ;0.0;N;N;N;0;3;30;0.0; ; ; ; ; ; ; ;НИЖЕГОРОДСКАЯ ОБЛАСТЬ;ПРИВОЛЖСКИЙ ФЕДЕРАЛЬНЫЙ ОКРУГ;5000.0;34;Ленинская;0;43.93785999958547;56.2979299996555
731;1;7029;1157699542.0;1024167770.0;1;4100;МЕТРО-БУРНАКОВСКАЯ;RUS;B; ; ; ;УЛИЦА КУЙБЫШЕВА;RUS;R; ; ;0.0;N;N;N;0;3;69;0.0; ; ; ; ; ; ; ;НИЖЕГОРОДСКАЯ ОБЛАСТЬ;ПРИВОЛЖСКИЙ ФЕДЕРАЛЬНЫЙ ОКРУГ;5000.0;34;Бурнаковская;0;43.914099999596694;56.32542000039292
732;1;7056;907146027.0;1024171182.0;1;4100;МЕТРО-ЛЕНИНСКАЯ;RUS;B; ; ; ;ПРОСПЕКТ ЛЕНИНА;RUS;L; ; ;0.0;N;N;N;1;0;39;0.0; ; ; ; ; ; ; ;НИЖЕГОРОДСКАЯ ОБЛАСТЬ;ПРИВОЛЖСКИЙ ФЕДЕРАЛЬНЫЙ ОКРУГ;5000.0;34;Ленинская;0;43.93884999962245;56.300009999653696
733;1;7093;971459848.0;995012495.0;1;4100;МЕТРО-ЗАРЕЧНАЯ;RUS;B; ; ; ;ПРОСПЕКТ ЛЕНИНА;RUS;R; ;831-2524940;0.0;N;N;N;0;3;15;0.0; ; ; ; ; ; ; ;НИЖЕГОРОДСКАЯ ОБЛАСТЬ;ПРИВОЛЖСКИЙ ФЕДЕРАЛЬНЫЙ ОКРУГ;5000.0;34;Заречная;0;43.92849999988934;56.28584000003379
734;1;7101;816040244.0;1024260676.0;1;4100;МЕТРО-АВТОЗАВОДСКАЯ;RUS;B; ; ; ; ; ;R; ; ;0.0;N;N;N;1;0;80;0.0; ; ; ; ; ; ; ;НИЖЕГОРОДСКАЯ ОБЛАСТЬ;ПРИВОЛЖСКИЙ ФЕДЕРАЛЬНЫЙ ОКРУГ;5000.0;34;Автозаводская;1;43.90323999932735;56.25731000020182
735;1;7104;1157616579.0;1010134884.0;1;4100;МЕТРО-КАНАВИНСКАЯ;RUS;B; ; ; ; ; ;L; ; ;0.0;N;N;N;0;3;12;0.0; ; ; ; ; ; ; ;НИЖЕГОРОДСКАЯ ОБЛАСТЬ;ПРИВОЛЖСКИЙ ФЕДЕРАЛЬНЫЙ ОКРУГ;5000.0;34;Канавинская;0;43.92728999974434;56.31997999980341
736;1;7136;783483236.0;1010143355.0;1;4100;МЕТРО-КОМСОМОЛЬСКАЯ;RUS;B; ; ; ;ПРОСПЕКТ ЛЕНИНА;RUS;R; ; ;0.0;N;N;N;1;0;40;0.0; ; ; ; ; ; ; ;НИЖЕГОРОДСКАЯ ОБЛАСТЬ;ПРИВОЛЖСКИЙ ФЕДЕРАЛЬНЫЙ ОКРУГ;5000.0;34;Комсомольская;1;43.88902999990382;56.25178999976811
737;1;7137;783482513.0;1010143356.0;1;4100;МЕТРО-КОМСОМОЛЬСКАЯ;RUS;B; ; ; ;ПРОСПЕКТ ЛЕНИНА;RUS;L; ; ;0.0;N;N;N;0;1;40;0.0; ; ; ; ; ; ; ;НИЖЕГОРОДСКАЯ ОБЛАСТЬ;ПРИВОЛЖСКИЙ ФЕДЕРАЛЬНЫЙ ОКРУГ;5000.0;34;Комсомольская;0;43.88878999970428;56.25191999959406
738;1;7181;783553816.0;1010173572.0;1;4100;МЕТРО-ДВИГАТЕЛЬ РЕВОЛЮЦИИ;RUS;B; ; ; ;ПРОСПЕКТ ЛЕНИНА;RUS;L; ; ;0.0;N;N;N;1;0;40;0.0; ; ; ; ; ; ; ;НИЖЕГОРОДСКАЯ ОБЛАСТЬ;ПРИВОЛЖСКИЙ ФЕДЕРАЛЬНЫЙ ОКРУГ;5000.0;34;Двигатель революции;0;43.92141999984277;56.27734999935852
739;1;7188;945612894.0;1122765102.0;1;4100;МЕТРО-БУРНАКОВСКАЯ;RUS;B; ; ; ; ; ;R; ; ;0.0;N;N;N;1;0;35;0.0; ; ; ; ; ; ; ;НИЖЕГОРОДСКАЯ ОБЛАСТЬ;ПРИВОЛЖСКИЙ ФЕДЕРАЛЬНЫЙ ОКРУГ;5000.0;34;Бурнаковская;0;43.91322000006292;56.324959999708774
740;1;7190;814701569.0;1024116339.0;1;4100;МЕТРО-ПРОЛЕТАРСКАЯ;RUS;B; ; ; ;ПРОСПЕКТ ЛЕНИНА;RUS;L; ; ;0.0;N;N;N;1;0;70;0.0; ; ; ; ; ; ; ;НИЖЕГОРОДСКАЯ ОБЛАСТЬ;ПРИВОЛЖСКИЙ ФЕДЕРАЛЬНЫЙ ОКРУГ;5000.0;34;Пролетарская;0;43.91238000071208;56.26560999983309
741;1;7203;815422671.0;1122765105.0;1;4100;МЕТРО-КАНАВИНСКАЯ;RUS;B; ; ; ;СОРМОВСКОЕ ШОССЕ;RUS;R; ; ;0.0;N;N;N;1;0;90;0.0; ; ; ; ; ; ; ;НИЖЕГОРОДСКАЯ ОБЛАСТЬ;ПРИВОЛЖСКИЙ ФЕДЕРАЛЬНЫЙ ОКРУГ;5000.0;34;Канавинская;0;43.9275399999896;56.32015000008165
742;1;7204;815404815.0;1122765106.0;1;4100;МЕТРО-КАНАВИНСКАЯ;RUS;B; ; ; ;СОРМОВСКОЕ ШОССЕ;RUS;L; ; ;0.0;N;N;N;1;0;51;0.0; ; ; ; ; ; ; ;НИЖЕГОРОДСКАЯ ОБЛАСТЬ;ПРИВОЛЖСКИЙ ФЕДЕРАЛЬНЫЙ ОКРУГ;5000.0;34;Канавинская;0;43.925390000036366;56.32097999980172
743;1;7214;971470961.0;1024257564.0;1;4100;МЕТРО-ЗАРЕЧНАЯ;RUS;B; ; ; ;ПРОСПЕКТ ЛЕНИНА;RUS;R; ; ;0.0;N;N;N;1;0;73;0.0; ; ; ; ; ; ; ;НИЖЕГОРОДСКАЯ ОБЛАСТЬ;ПРИВОЛЖСКИЙ ФЕДЕРАЛЬНЫЙ ОКРУГ;5000.0;34;Заречная;0;43.92743000038475;56.28437999994433
744;1;7234;815869472.0;1024193720.0;1;4100;МЕТРО-ЧКАЛОВСКАЯ;RUS;B; ; ; ;УЛИЦА АНАТОЛИЯ ГРИГОРЬЕВА;RUS;R; ; ;0.0;N;N;N;1;0;57;0.0; ; ; ; ; ; ; ;НИЖЕГОРОДСКАЯ ОБЛАСТЬ;ПРИВОЛЖСКИЙ ФЕДЕРАЛЬНЫЙ ОКРУГ;5000.0;34;Чкаловская;0;43.93767000051301;56.3112000004685
745;1;7236;815286764.0;1024145354.0;1;4100;МЕТРО-БУРНАКОВСКАЯ;RUS;B; ; ; ;СОРМОВСКОЕ ШОССЕ;RUS;L; ; ;0.0;N;N;N;1;0;74;0.0; ; ; ; ; ; ; ;НИЖЕГОРОДСКАЯ ОБЛАСТЬ;ПРИВОЛЖСКИЙ ФЕДЕРАЛЬНЫЙ ОКРУГ;5000.0;34;Бурнаковская;0;43.91089000018462;56.326620000103524
746;1;7263;924387380.0;1024264868.0;1;4100;МЕТРО-АВТОЗАВОДСКАЯ;RUS;B; ; ; ;ПРОСПЕКТ ЛЕНИНА;RUS;L; ; ;0.0;N;N;N;0;2;50;0.0; ; ; ; ; ; ; ;НИЖЕГОРОДСКАЯ ОБЛАСТЬ;ПРИВОЛЖСКИЙ ФЕДЕРАЛЬНЫЙ ОКРУГ;5000.0;34;Автозаводская;0;43.90283000014683;56.25782999971287
747;1;7264;829139750.0;1024264867.0;1;4100;МЕТРО-АВТОЗАВОДСКАЯ;RUS;B; ; ; ;ПРОСПЕКТ БУСЫГИНА;RUS;L; ; ;0.0;N;N;N;1;0;42;0.0; ; ; ; ; ; ; ;НИЖЕГОРОДСКАЯ ОБЛАСТЬ;ПРИВОЛЖСКИЙ ФЕДЕРАЛЬНЫЙ ОКРУГ;5000.0;34;Автозаводская;0;43.90226000023442;56.258310000321785
748;1;7396;792867856.0;1011376358.0;1;4100;МЕТРО-УРАЛЬСКАЯ;RUS;B; ; ; ;НЕВЬЯНСКИЙ ПЕРЕУЛОК;RUS;L; ;343-3580312;0.0;N;N;N;0;1;66;0.0; ; ; ; ; ; ; ;СВЕРДЛОВСКАЯ ОБЛАСТЬ;УРАЛЬСКИЙ ФЕДЕРАЛЬНЫЙ ОКРУГ;5000.0;67;Уральская;1;60.60036000009822;56.85783000033167
749;1;7397;797890856.0;1011376359.0;1;4100;МЕТРО-УРАЛЬСКАЯ;RUS;B; ; ; ;ВОКЗАЛЬНАЯ УЛИЦА;RUS;R; ;343-3580312;0.0;N;N;N;1;0;26;0.0; ; ; ; ; ; ; ;СВЕРДЛОВСКАЯ ОБЛАСТЬ;УРАЛЬСКИЙ ФЕДЕРАЛЬНЫЙ ОКРУГ;5000.0;67;Уральская;0;60.60109000074251;56.85812999968767
750;1;7509;1003692754.0;1011453078.0;1;4100;МЕТРО-ГЕОЛОГИЧЕСКАЯ;RUS;B; ; ; ;УЛИЦА 8-ГО МАРТА;RUS;R; ; ;0.0;N;N;N;0;3;60;0.0; ; ; ; ; ; ; ;СВЕРДЛОВСКАЯ ОБЛАСТЬ;УРАЛЬСКИЙ ФЕДЕРАЛЬНЫЙ ОКРУГ;5000.0;67;Геологическая;1;60.60365999992203;56.8262400001927
751;1;7510;735177849.0;1011453059.0;1;4100;МЕТРО-ГЕОЛОГИЧЕСКАЯ;RUS;B; ; ; ;УЛИЦА КУЙБЫШЕВА;RUS;L; ; ;0.0;N;N;N;1;0;11;0.0; ; ; ; ; ; ; ;СВЕРДЛОВСКАЯ ОБЛАСТЬ;УРАЛЬСКИЙ ФЕДЕРАЛЬНЫЙ ОКРУГ;5000.0;67;Геологическая;0;60.602370000309406;56.8270900000492
752;1;7629;1112146167.0;1011017117.0;1;4100;МЕТРО-УРАЛМАШ;RUS;B; ; ; ;ПРОСПЕКТ КОСМОНАВТОВ;RUS;L; ; ;0.0;N;N;N;1;0;48;0.0; ; ; ; ; ; ; ;СВЕРДЛОВСКАЯ ОБЛАСТЬ;УРАЛЬСКИЙ ФЕДЕРАЛЬНЫЙ ОКРУГ;5000.0;67;Уралмаш;1;60.613390000412316;56.88735999967467
753;1;7676;1162350307.0;1011023806.0;1;4100;МЕТРО-МАШИНОСТРОИТЕЛЕЙ;RUS;B; ; ; ;ТУРБИННАЯ УЛИЦА;RUS;L; ; ;0.0;N;N;N;1;0;79;0.0; ; ; ; ; ; ; ;СВЕРДЛОВСКАЯ ОБЛАСТЬ;УРАЛЬСКИЙ ФЕДЕРАЛЬНЫЙ ОКРУГ;5000.0;67;Машиностроителей;1;60.611990000296515;56.875790000078666
754;1;7680;945586744.0;1011106518.0;1;4100;МЕТРО-ПРОСПЕКТ КОСМОНАВТОВ;RUS;B; ; ; ;УЛИЦА СТАРЫХ БОЛЬШЕВИКОВ;RUS;R; ; ;0.0;N;N;N;1;0;80;0.0; ; ; ; ; ; ; ;СВЕРДЛОВСКАЯ ОБЛАСТЬ;УРАЛЬСКИЙ ФЕДЕРАЛЬНЫЙ ОКРУГ;5000.0;67;Проспект Космонавтов;1;60.61452999933879;56.90077999968052
755;1;7681;1162751989.0;1011106508.0;1;4100;МЕТРО-ПРОСПЕКТ КОСМОНАВТОВ;RUS;B; ; ; ;ПРОСПЕКТ КОСМОНАВТОВ;RUS;L; ; ;0.0;N;N;N;1;0;2;0.0; ; ; ; ; ; ; ;СВЕРДЛОВСКАЯ ОБЛАСТЬ;УРАЛЬСКИЙ ФЕДЕРАЛЬНЫЙ ОКРУГ;5000.0;67;Проспект Космонавтов;0;60.61370000003371;56.90289000007842
756;1;7866;791207575.0;1100552772.0;1;4100;МЕТРО-УРАЛМАШ;RUS;B; ; ; ;ПРОСПЕКТ КОСМОНАВТОВ;RUS;R; ; ;0.0;N;N;N;0;3;20;0.0; ; ; ; ; ; ; ;СВЕРДЛОВСКАЯ ОБЛАСТЬ;УРАЛЬСКИЙ ФЕДЕРАЛЬНЫЙ ОКРУГ;5000.0;67;Уралмаш;0;60.61371000007946;56.88753999988229
757;1;7879;970514985.0;1113015767.0;1;4100;МЕТРО-ЧКАЛОВСКАЯ;RUS;B; ; ; ;УЛИЦА ЩОРСА;RUS;L; ; ;0.0;N;N;N;1;0;28;0.0; ; ; ; ; ; ; ;СВЕРДЛОВСКАЯ ОБЛАСТЬ;УРАЛЬСКИЙ ФЕДЕРАЛЬНЫЙ ОКРУГ;5000.0;67;Чкаловская;1;60.610319999844;56.80863999991737
758;1;7880;834189231.0;1113015766.0;1;4100;МЕТРО-ЧКАЛОВСКАЯ;RUS;B; ; ; ;УЛИЦА 8-ГО МАРТА;RUS;R; ; ;0.0;N;N;N;1;0;20;0.0; ; ; ; ; ; ; ;СВЕРДЛОВСКАЯ ОБЛАСТЬ;УРАЛЬСКИЙ ФЕДЕРАЛЬНЫЙ ОКРУГ;5000.0;67;Чкаловская;0;60.61006000045131;56.808699999872445
759;1;7881;1160110069.0;1113015769.0;1;4100;МЕТРО-ЧКАЛОВСКАЯ;RUS;B; ; ; ;УЛИЦА ЩОРСА;RUS;L; ; ;0.0;N;N;N;1;0;15;0.0; ; ; ; ; ; ; ;СВЕРДЛОВСКАЯ ОБЛАСТЬ;УРАЛЬСКИЙ ФЕДЕРАЛЬНЫЙ ОКРУГ;5000.0;67;Чкаловская;0;60.609770000023104;56.80857999986629
760;1;7882;1160000734.0;1113015768.0;1;4100;МЕТРО-ЧКАЛОВСКАЯ;RUS;B; ; ; ;УЛИЦА ЩОРСА;RUS;R; ; ;0.0;N;N;N;1;0;74;0.0; ; ; ; ; ; ; ;СВЕРДЛОВСКАЯ ОБЛАСТЬ;УРАЛЬСКИЙ ФЕДЕРАЛЬНЫЙ ОКРУГ;5000.0;67;Чкаловская;0;60.60953999986933;56.80851000001311
761;1;7883;970514990.0;1113015771.0;1;4100;МЕТРО-ЧКАЛОВСКАЯ;RUS;B; ; ; ;УЛИЦА 8-ГО МАРТА;RUS;R; ; ;0.0;N;N;N;0;6;3;0.0; ; ; ; ; ; ; ;СВЕРДЛОВСКАЯ ОБЛАСТЬ;УРАЛЬСКИЙ ФЕДЕРАЛЬНЫЙ ОКРУГ;5000.0;67;Чкаловская;0;60.61027999966104;56.80810999974928
762;1;7884;970514990.0;1113015770.0;1;4100;МЕТРО-ЧКАЛОВСКАЯ;RUS;B; ; ; ;УЛИЦА 8-ГО МАРТА;RUS;L; ; ;0.0;N;N;N;1;0;3;0.0; ; ; ; ; ; ; ;СВЕРДЛОВСКАЯ ОБЛАСТЬ;УРАЛЬСКИЙ ФЕДЕРАЛЬНЫЙ ОКРУГ;5000.0;67;Чкаловская;0;60.61023999947805;56.80808999962402
763;1;7885;970514985.0;1113015772.0;1;4100;МЕТРО-ЧКАЛОВСКАЯ;RUS;B; ; ; ;УЛИЦА ЩОРСА;RUS;R; ; ;0.0;N;N;N;1;0;42;0.0; ; ; ; ; ; ; ;СВЕРДЛОВСКАЯ ОБЛАСТЬ;УРАЛЬСКИЙ ФЕДЕРАЛЬНЫЙ ОКРУГ;5000.0;67;Чкаловская;0;60.6104399994946;56.808610000395596
764;1;7996;1161759100.0;1100870448.0;1;4100;МЕТРО-ПРОСПЕКТ КОСМОНАВТОВ;RUS;B; ; ; ;ПРОСПЕКТ КОСМОНАВТОВ;RUS;R; ; ;0.0;N;N;N;1;0;8;0.0; ; ; ; ; ; ; ;СВЕРДЛОВСКАЯ ОБЛАСТЬ;УРАЛЬСКИЙ ФЕДЕРАЛЬНЫЙ ОКРУГ;5000.0;67;Проспект Космонавтов;0;60.614199999625924;56.90122000033365
765;1;7997;1161759102.0;1100870447.0;1;4100;МЕТРО-ПРОСПЕКТ КОСМОНАВТОВ;RUS;B; ; ; ;ПРОСПЕКТ КОСМОНАВТОВ;RUS;L; ; ;0.0;N;N;N;0;4;48;0.0; ; ; ; ; ; ; ;СВЕРДЛОВСКАЯ ОБЛАСТЬ;УРАЛЬСКИЙ ФЕДЕРАЛЬНЫЙ ОКРУГ;5000.0;67;Проспект Космонавтов;0;60.61400000050768;56.90051000003588
766;1;7998;1112146169.0;1100870450.0;1;4100;МЕТРО-УРАЛМАШ;RUS;B; ; ; ;УЛИЦА МАШИНОСТРОИТЕЛЕЙ;RUS;L; ; ;0.0;N;N;N;1;0;2;0.0; ; ; ; ; ; ; ;СВЕРДЛОВСКАЯ ОБЛАСТЬ;УРАЛЬСКИЙ ФЕДЕРАЛЬНЫЙ ОКРУГ;5000.0;67;Уралмаш;0;60.61316000025856;56.88712999951076
767;1;7999;1054123368.0;1100870449.0;1;4100;МЕТРО-УРАЛМАШ;RUS;B; ; ; ;ПРОСПЕКТ КОСМОНАВТОВ;RUS;L; ; ;0.0;N;N;N;1;0;92;0.0; ; ; ; ; ; ; ;СВЕРДЛОВСКАЯ ОБЛАСТЬ;УРАЛЬСКИЙ ФЕДЕРАЛЬНЫЙ ОКРУГ;5000.0;67;Уралмаш;0;60.61348999997144;56.889590000019204
768;1;8000;1161759098.0;1100870446.0;1;4100;МЕТРО-ПРОСПЕКТ КОСМОНАВТОВ;RUS;B; ; ; ;ПРОСПЕКТ КОСМОНАВТОВ;RUS;L; ; ;0.0;N;N;N;1;0;21;0.0; ; ; ; ; ; ; ;СВЕРДЛОВСКАЯ ОБЛАСТЬ;УРАЛЬСКИЙ ФЕДЕРАЛЬНЫЙ ОКРУГ;5000.0;67;Проспект Космонавтов;0;60.61390000005025;56.901300000073874
769;1;8081;1158737491.0;1011383306.0;1;4100;МЕТРО-ПЛОЩАДЬ 1905 ГОДА;RUS;B; ; ; ;УЛИЦА 8-ГО МАРТА;RUS;L; ; ;0.0;N;N;N;0;1;58;0.0; ; ; ; ; ; ; ;СВЕРДЛОВСКАЯ ОБЛАСТЬ;УРАЛЬСКИЙ ФЕДЕРАЛЬНЫЙ ОКРУГ;5000.0;67;Площадь 1905 года;1;60.599499999757604;56.83610999971708
770;1;8159;862308450.0;1105686681.0;1;4100;МЕТРО-БОТАНИЧЕСКАЯ;RUS;B; ; ; ;УЛИЦА АКАДЕМИКА ШВАРЦА;RUS;L; ; ;0.0;N;N;N;1;0;50;0.0; ; ; ; ; ; ; ;СВЕРДЛОВСКАЯ ОБЛАСТЬ;УРАЛЬСКИЙ ФЕДЕРАЛЬНЫЙ ОКРУГ;5000.0;67;Ботаническая;1;60.633629999571;56.79735999947901
771;1;8160;970482608.0;1105686680.0;1;4100;МЕТРО-БОТАНИЧЕСКАЯ;RUS;B; ; ; ;УЛИЦА БЕЛИНСКОГО;RUS;L; ; ;0.0;N;N;N;1;0;82;0.0; ; ; ; ; ; ; ;СВЕРДЛОВСКАЯ ОБЛАСТЬ;УРАЛЬСКИЙ ФЕДЕРАЛЬНЫЙ ОКРУГ;5000.0;67;Ботаническая;0;60.633689999845465;56.79784000019058
772;1;8161;862308452.0;1105686679.0;1;4100;МЕТРО-БОТАНИЧЕСКАЯ;RUS;B; ; ; ;УЛИЦА БЕЛИНСКОГО;RUS;R; ; ;0.0;N;N;N;1;0;80;0.0; ; ; ; ; ; ; ;СВЕРДЛОВСКАЯ ОБЛАСТЬ;УРАЛЬСКИЙ ФЕДЕРАЛЬНЫЙ ОКРУГ;5000.0;67;Ботаническая;0;60.6342000003817;56.79771000021519
773;1;8162;792673172.0;1105686685.0;1;4100;МЕТРО-БОТАНИЧЕСКАЯ;RUS;B; ; ; ;УЛИЦА БЕЛИНСКОГО;RUS;L; ; ;0.0;N;N;N;1;0;80;0.0; ; ; ; ; ; ; ;СВЕРДЛОВСКАЯ ОБЛАСТЬ;УРАЛЬСКИЙ ФЕДЕРАЛЬНЫЙ ОКРУГ;5000.0;67;Ботаническая;0;60.6348199996245;56.79749999987037
774;1;8163;1020215885.0;1105686684.0;1;4100;МЕТРО-БОТАНИЧЕСКАЯ;RUS;B; ; ; ; ; ;R; ; ;0.0;N;N;N;0;6;96;0.0; ; ; ; ; ; ; ;СВЕРДЛОВСКАЯ ОБЛАСТЬ;УРАЛЬСКИЙ ФЕДЕРАЛЬНЫЙ ОКРУГ;5000.0;67;Ботаническая;0;60.63022999928982;56.79724999982381
775;1;8164;970482607.0;1105686683.0;1;4100;МЕТРО-БОТАНИЧЕСКАЯ;RUS;B; ; ; ;УЛИЦА АКАДЕМИКА ШВАРЦА;RUS;R; ; ;0.0;N;N;N;1;0;46;0.0; ; ; ; ; ; ; ;СВЕРДЛОВСКАЯ ОБЛАСТЬ;УРАЛЬСКИЙ ФЕДЕРАЛЬНЫЙ ОКРУГ;5000.0;67;Ботаническая;0;60.631919999833826;56.79697999992813
776;1;8165;970482604.0;1105686682.0;1;4100;МЕТРО-БОТАНИЧЕСКАЯ;RUS;B; ; ; ;УЛИЦА АКАДЕМИКА ШВАРЦА;RUS;R; ; ;0.0;N;N;N;1;0;37;0.0; ; ; ; ; ; ; ;СВЕРДЛОВСКАЯ ОБЛАСТЬ;УРАЛЬСКИЙ ФЕДЕРАЛЬНЫЙ ОКРУГ;5000.0;67;Ботаническая;0;60.63241000027858;56.79706999978141
777;1;8166;799413164.0;1011488228.0;1;4100;МЕТРО-ГЕОЛОГИЧЕСКАЯ;RUS;B; ; ; ;УЛИЦА КУЙБЫШЕВА;RUS;R; ; ;0.0;N;N;N;1;0;90;0.0; ; ; ; ; ; ; ;СВЕРДЛОВСКАЯ ОБЛАСТЬ;УРАЛЬСКИЙ ФЕДЕРАЛЬНЫЙ ОКРУГ;5000.0;67;Геологическая;0;60.60216999939454;56.82704000021576
778;1;8177;796196620.0;1011397047.0;1;4100;МЕТРО-ДИНАМО;RUS;B; ; ; ; ; ;L; ;343-3580086;0.0;N;N;N;0;0;81;0.0; ; ; ; ; ; ; ;СВЕРДЛОВСКАЯ ОБЛАСТЬ;УРАЛЬСКИЙ ФЕДЕРАЛЬНЫЙ ОКРУГ;5000.0;67;Динамо;1;60.599770000094374;56.84765000031422
